year, M, D, H, min, temp, vaporP, Wspeed, sun,  pre,  cloud
2017, 2, 9,  8,  10, -3.3, 3.1,   1.0,    0.36, 0.00, 3.5
2017, 2, 9,  8,  20, -3.3, 3.1,   1.0,    0.36, 0.00, 3.5
2017, 2, 9,  8,  30, -3.1, 3.1,   1.2,    0.36, 0.00, 3.5
2017, 2, 9,  8,  40, -3.0, 3.1,   1.1,    0.36, 0.00, 3.5
2017, 2, 9,  8,  50, -2.5, 3.1,   0.5,    0.36, 0.00, 3.5
2017, 2, 9,  9,  00, -2.2, 3.1,   0.4,    0.96, 0.00, 5
2017, 2, 9,  9,  10, -2.0, 3.1,   0.8,    0.96, 0.00, 5
2017, 2, 9,  9,  20, -1.0, 3.1,   1.1,    0.96, 0.00, 5
2017, 2, 9,  9,  30, -0.6, 3.1,   0.9,    0.96, 0.00, 5
2017, 2, 9,  9,  40, -0.2, 3.1,   0.6,    0.96, 0.00, 5
2017, 2, 9,  9,  50, -0.1, 3.1,   1.0,    0.96, 0.00, 5
2017, 2, 9,  10, 00,  0.0, 3.1,   1.4,    1.41, 0.00, 6
2017, 2, 9,  10, 10,  0.1, 3.1,   2.3,    1.41, 0.00, 6
2017, 2, 9,  10, 20,  0.4, 3.1,   2.6,    1.41, 0.00, 6
2017, 2, 9,  10, 30,  0.3, 3.1,   2.5,    1.41, 0.00, 6
2017, 2, 9,  10, 40,  0.8, 3.1,   2.2,    1.41, 0.00, 6
2017, 2, 9,  10, 50,  1.0, 3.1,   2.4,    1.41, 0.00, 6
2017, 2, 9,  11, 00,  1.2, 3.1,   3.2,    1.91, 0.00, 8
2017, 2, 9,  11, 10,  1.7, 3.1,   3.4,    1.91, 0.00, 8
2017, 2, 9,  11, 20,  1.7, 3.1,   2.8,    1.91, 0.00, 8
2017, 2, 9,  11, 30,  2.1, 3.1,   1.7,    1.91, 0.00, 8
2017, 2, 9,  11, 40,  2.0, 3.1,   2.5,    1.91, 0.00, 8
2017, 2, 9,  11, 50,  1.9, 3.1,   3.7,    1.91, 0.00, 8
2017, 2, 9,  12, 00,  2.3, 3.0,   4.1,    2.13, 0.00, 9
2017, 2, 9,  12, 10,  2.4, 3.0,   3.6,    2.13, 0.00, 9
2017, 2, 9,  12, 20,  2.2, 3.0,   3.1,    2.13, 0.00, 9
2017, 2, 9,  12, 30,  2.2, 3.0,   3.6,    2.13, 0.00, 9
2017, 2, 9,  12, 40,  2.3, 3.0,   3.7,    2.13, 0.00, 9
2017, 2, 9,  12, 50,  2.6, 3.0,   2.1,    2.13, 0.00, 9
2017, 2, 9,  13, 00,  2.3, 3.2,   1.9,    1.21, 0.00, 9
2017, 2, 9,  13, 10,  2.3, 3.2,   2.0,    1.21, 0.00, 9
2017, 2, 9,  13, 20,  2.4, 3.2,   2.3,    1.21, 0.00, 9
2017, 2, 9,  13, 30,  2.2, 3.2,   3.1,    1.21, 0.00, 9
2017, 2, 9,  13, 40,  2.1, 3.2,   4.3,    1.21, 0.00, 9
2017, 2, 9,  13, 50,  2.1, 3.2,   3.5,    1.21, 0.00, 9
2017, 2, 9,  14, 00,  2.2, 3.2,   5.1,    0.74, 0.00, 9
2017, 2, 9,  14, 10,  2.6, 3.2,   3.0,    0.74, 0.00, 9
2017, 2, 9,  14, 20,  2.3, 3.2,   3.4,    0.74, 0.00, 9
2017, 2, 9,  14, 30,  2.2, 3.2,   3.7,    0.74, 0.00, 9
2017, 2, 9,  14, 40,  2.1, 3.2,   3.1,    0.74, 0.00, 9
2017, 2, 9,  14, 50,  2.0, 3.2,   3.9,    0.74, 0.00, 9
2017, 2, 9,  15, 00,  2.0, 3.3,   2.6,    0.76, 0.00, 9.5
2017, 2, 9,  15, 10,  2.2, 3.3,   1.5,    0.76, 0.00, 9.5
2017, 2, 9,  15, 20,  2.1, 3.3,   1.8,    0.76, 0.00, 9.5
2017, 2, 9,  15, 30,  2.1, 3.3,   2.7,    0.76, 0.00, 9.5
2017, 2, 9,  15, 40,  2.0, 3.3,   2.8,    0.76, 0.00, 9.5
2017, 2, 9,  15, 50,  1.7, 3.3,   3.0,    0.76, 0.00, 9.5
2017, 2, 9,  16, 00,  1.4, 3.9,   3.0,    0.32, 0.00, 7
2017, 2, 9,  16, 10,  1.5, 3.9,   3.2,    0.32, 0.00, 7
2017, 2, 9,  16, 20,  1.5, 3.9,   2.1,    0.32, 0.00, 7
2017, 2, 9,  16, 30,  1.4, 3.9,   2.5,    0.32, 0.00, 7
2017, 2, 9,  16, 40,  1.1, 3.9,   3.2,    0.32, 0.00, 7
2017, 2, 9,  16, 50,  1.1, 3.9,   1.9,    0.32, 0.00, 7
2017, 2, 9,  17, 00,  1.0, 4.0,   2.1,    0.10, 0.00, 5
2017, 2, 9,  17, 10,  0.8, 4.0,   1.9,    0.10, 0.00, 5
2017, 2, 9,  17, 20,  0.8, 4.0,   1.3,    0.10, 0.00, 5
2017, 2, 9,  17, 30,  0.7, 4.0,   2.5,    0.10, 0.00, 5
2017, 2, 9,  17, 40,  0.2, 4.0,   3.1,    0.10, 0.00, 5
2017, 2, 9,  17, 50,  0.4, 4.0,   2.6,    0.10, 0.00, 5
2017, 2, 9,  18, 00,  0.2, 4.0,   2.8,    0.00, 0.00, 2
2017, 2, 9,  18, 10,  0.4, 4.0,   3.1,    0.00, 0.00, 2
2017, 2, 9,  18, 20,  0.4, 4.0,   2.4,    0.00, 0.00, 2
2017, 2, 9,  18, 30,  0.2, 4.0,   2.3,    0.00, 0.00, 2
2017, 2, 9,  18, 40,  0.3, 4.0,   2.5,    0.00, 0.00, 2
2017, 2, 9,  18, 50, -0.2, 4.0,   2.2,    0.00, 0.00, 2
2017, 2, 9,  19, 00,  0.0, 4.2,   2.0,    0.00, 0.00, 3
2017, 2, 9,  19, 10, -0.5, 4.2,   1.5,    0.00, 0.00, 3
2017, 2, 9,  19, 20, -0.6, 4.2,   2.3,    0.00, 0.00, 3
2017, 2, 9,  19, 30, -1.2, 4.2,   1.9,    0.00, 0.00, 3
2017, 2, 9,  19, 40, -0.7, 4.2,   1.9,    0.00, 0.00, 3
2017, 2, 9,  19, 50, -1.0, 4.2,   0.8,    0.00, 0.00, 3
2017, 2, 9,  20, 00, -1.4, 4.0,   0.7,    0.00, 0.00, 5
2017, 2, 9,  20, 10, -0.8, 4.0,   1.3,    0.00, 0.00, 5
2017, 2, 9,  20, 20, -1.0, 4.0,   1.6,    0.00, 0.00, 5
2017, 2, 9,  20, 30, -1.0, 4.0,   2.0,    0.00, 0.00, 5
2017, 2, 9,  20, 40, -1.0, 4.0,   1.3,    0.00, 0.00, 5
2017, 2, 9,  20, 50, -0.8, 4.0,   1.9,    0.00, 0.00, 5
2017, 2, 9,  21, 00, -1.1, 3.9,   1.8,    0.00, 0.00, 6
2017, 2, 9,  21, 10, -1.0, 3.9,   1.4,    0.00, 0.00, 6
2017, 2, 9,  21, 20, -1.0, 3.9,   1.3,    0.00, 0.00, 6
2017, 2, 9,  21, 30, -1.1, 3.9,   1.5,    0.00, 0.00, 6
2017, 2, 9,  21, 40, -1.2, 3.9,   1.1,    0.00, 0.00, 6
2017, 2, 9,  21, 50, -1.2, 3.9,   1.2,    0.00, 0.00, 6
2017, 2, 9,  22, 00, -1.4, 3.9,   1.5,    0.00, 0.00, 6
2017, 2, 9,  22, 10, -1.8, 3.9,   2.2,    0.00, 0.00, 6
2017, 2, 9,  22, 20, -1.8, 3.9,   2.2,    0.00, 0.00, 6
2017, 2, 9,  22, 30, -2.0, 3.9,   2.4,    0.00, 0.00, 6
2017, 2, 9,  22, 40, -2.0, 3.9,   2.1,    0.00, 0.00, 6
2017, 2, 9,  22, 50, -2.0, 3.9,   2.2,    0.00, 0.00, 6
2017, 2, 9,  23, 00, -1.8, 3.9,   1.4,    0.00, 0.00, 7
2017, 2, 9,  23, 10, -2.3, 3.9,   0.5,    0.00, 0.00, 7
2017, 2, 9,  23, 20, -2.3, 3.9,   0.7,    0.00, 0.00, 7
2017, 2, 9,  23, 30, -2.2, 3.9,   0.9,    0.00, 0.00, 7
2017, 2, 9,  23, 40, -2.5, 3.9,   2.1,    0.00, 0.00, 7
2017, 2, 9,  23, 50, -2.5, 3.9,   1.9,    0.00, 0.00, 7
2017, 2, 10, 0,  00, -2.4, 3.4,   1.5,    0.00, 0.00, 7
2017, 2, 10, 0,  10, -2.5, 3.4,   1.6,    0.00, 0.00, 7
2017, 2, 10, 0,  20, -2.4, 3.4,   1.6,    0.00, 0.00, 7
2017, 2, 10, 0,  30, -2.6, 3.4,   1.9,    0.00, 0.00, 7
2017, 2, 10, 0,  40, -2.8, 3.4,   1.2,    0.00, 0.00, 7
2017, 2, 10, 0,  50, -2.7, 3.4,   1.5,    0.00, 0.00, 7
2017, 2, 10, 1,  00, -3.0, 3.1,   1.2,    0.00, 0.00, 8
2017, 2, 10, 1,  10, -3.0, 3.1,   1.1,    0.00, 0.00, 8
2017, 2, 10, 1,  20, -3.1, 3.1,   0.7,    0.00, 0.00, 8
2017, 2, 10, 1,  30, -2.8, 3.1,   1.6,    0.00, 0.00, 8
2017, 2, 10, 1,  40, -2.8, 3.1,   1.4,    0.00, 0.00, 8
2017, 2, 10, 1,  50, -2.7, 3.1,   1.7,    0.00, 0.00, 8
2017, 2, 10, 2,  00, -3.0, 3.3,   1.8,    0.00, 0.00, 9
2017, 2, 10, 2,  10, -2.9, 3.3,   1.9,    0.00, 0.00, 9
2017, 2, 10, 2,  20, -2.9, 3.3,   2.3,    0.00, 0.00, 9
2017, 2, 10, 2,  30, -2.9, 3.3,   2.5,    0.00, 0.00, 9
2017, 2, 10, 2,  40, -3.1, 3.3,   3.6,    0.00, 0.00, 9
2017, 2, 10, 2,  50, -3.1, 3.3,   3.7,    0.00, 0.00, 9
2017, 2, 10, 3,  00, -2.9, 3.2,   4.0,    0.00, 0.00, 9.5
2017, 2, 10, 3,  10, -2.8, 3.2,   3.6,    0.00, 0.00, 9.5
2017, 2, 10, 3,  20, -2.7, 3.2,   2.8,    0.00, 0.00, 9.5
2017, 2, 10, 3,  30, -2.7, 3.2,   2.7,    0.00, 0.00, 9.5
2017, 2, 10, 3,  40, -3.3, 3.2,   2.6,    0.00, 0.00, 9.5
2017, 2, 10, 3,  50, -3.6, 3.2,   2.6,    0.00, 0.00, 9.5
2017, 2, 10, 4,  00, -3.5, 3.0,   2.9,    0.00, 0.00, 9.5
2017, 2, 10, 4,  10, -3.3, 3.0,   3.2,    0.00, 0.00, 9.5
2017, 2, 10, 4,  20, -3.2, 3.0,   2.4,    0.00, 0.00, 9.5
2017, 2, 10, 4,  30, -3.2, 3.0,   2.0,    0.00, 0.00, 9.5
2017, 2, 10, 4,  40, -3.1, 3.0,   2.0,    0.00, 0.00, 9.5
2017, 2, 10, 4,  50, -3.3, 3.0,   1.7,    0.00, 0.00, 9.5
2017, 2, 10, 5,  00, -3.2, 3.2,   1.2,    0.00, 0.00, 9.5
2017, 2, 10, 5,  10, -3.2, 3.2,   1.6,    0.00, 0.00, 9.5
2017, 2, 10, 5,  20, -3.3, 3.2,   2.0,    0.00, 0.00, 9.5
2017, 2, 10, 5,  30, -3.3, 3.2,   2.0,    0.00, 0.00, 9.5
2017, 2, 10, 5,  40, -3.4, 3.2,   2.0,    0.00, 0.00, 9.5
2017, 2, 10, 5,  50, -3.2, 3.2,   1.4,    0.00, 0.00, 9.5
2017, 2, 10, 6,  00, -3.2, 3.3,   0.8,    0.00, 0.00, 9.5
2017, 2, 10, 6,  10, -3.3, 3.3,   0.8,    0.00, 0.00, 9.5
2017, 2, 10, 6,  20, -3.1, 3.3,   0.4,    0.00, 0.00, 9.5
2017, 2, 10, 6,  30, -3.1, 3.3,   0.4,    0.00, 0.00, 9.5
2017, 2, 10, 6,  40, -3.3, 3.3,   0.5,    0.00, 0.00, 9.5
2017, 2, 10, 6,  50, -3.0, 3.3,   0.8,    0.00, 0.00, 9.5
2017, 2, 10, 7,  00, -2.6, 3.4,   1.4,    0.01, 0.00, 9.5
2017, 2, 10, 7,  10, -3.0, 3.4,   1.7,    0.01, 0.00, 9.5
2017, 2, 10, 7,  20, -3.3, 3.4,   1.5,    0.01, 0.00, 9.5
2017, 2, 10, 7,  30, -3.3, 3.4,   1.2,    0.01, 0.00, 9.5
2017, 2, 10, 7,  40, -3.2, 3.4,   0.9,    0.01, 0.00, 9.5
2017, 2, 10, 7,  50, -3.0, 3.4,   1.0,    0.01, 0.00, 9.5
2017, 2, 10, 8,  00, -2.8, 3.2,   0.8,    0.19, 0.00, 9.5
2017, 2, 10, 8,  10, -2.8, 3.2,   0.5,    0.19, 0.00, 9.5
2017, 2, 10, 8,  20, -2.5, 3.2,   0.5,    0.19, 0.00, 9.5
2017, 2, 10, 8,  30, -2.6, 3.2,   0.5,    0.19, 0.00, 9.5
2017, 2, 10, 8,  40, -2.6, 3.2,   1.1,    0.19, 0.00, 9.5
2017, 2, 10, 8,  50, -2.9, 3.2,   1.3,    0.19, 0.00, 9.5
2017, 2, 10, 9,  00, -2.9, 3.3,   0.8,    0.56, 0.00, 9.5
2017, 2, 10, 9,  10, -2.7, 3.3,   0.7,    0.56, 0.00, 9.5
2017, 2, 10, 9,  20, -2.4, 3.3,   0.7,    0.56, 0.00, 9.5
2017, 2, 10, 9,  30, -2.4, 3.3,   0.7,    0.56, 0.00, 9.5
2017, 2, 10, 9,  40, -2.1, 3.3,   0.5,    0.56, 0.00, 9.5
2017, 2, 10, 9,  50, -1.9, 3.3,   0.2,    0.56, 0.00, 9.5
2017, 2, 10, 10, 00, -1.9, 3.2,   0.5,    0.92, 0.00, 9.5
2017, 2, 10, 10, 10, -1.8, 3.2,   0.9,    0.92, 0.00, 9.5
2017, 2, 10, 10, 20, -1.5, 3.2,   0.8,    0.92, 0.00, 9.5
2017, 2, 10, 10, 30, -1.3, 3.2,   1.0,    0.92, 0.00, 9.5
2017, 2, 10, 10, 40, -1.1, 3.2,   1.7,    0.92, 0.00, 9.5
2017, 2, 10, 10, 50, -1.1, 3.2,   2.3,    0.92, 0.00, 9.5
2017, 2, 10, 11, 00, -0.7, 3.1,   2.0,    1.15, 0.00, 9.5
2017, 2, 10, 11, 10, -0.2, 3.1,   1.5,    1.15, 0.00, 9.5
2017, 2, 10, 11, 20,  0.3, 3.1,   2.9,    1.15, 0.00, 9.5
2017, 2, 10, 11, 30,  0.7, 3.1,   3.7,    1.15, 0.00, 9.5
2017, 2, 10, 11, 40,  0.7, 3.1,   3.8,    1.15, 0.00, 9.5
2017, 2, 10, 11, 50,  0.8, 3.1,   4.2,    1.15, 0.00, 9.5
2017, 2, 10, 12, 00,  0.8, 2.7,   2.8,    1.43, 0.00, 9.5
2017, 2, 10, 12, 10,  0.8, 2.7,   2.6,    1.43, 0.00, 9.5
2017, 2, 10, 12, 20,  1.0, 2.7,   3.0,    1.43, 0.00, 9.5
2017, 2, 10, 12, 30,  0.9, 2.7,   2.6,    1.43, 0.00, 9.5
2017, 2, 10, 12, 40,  1.1, 2.7,   2.3,    1.43, 0.00, 9.5
2017, 2, 10, 12, 50,  1.0, 2.7,   2.7,    1.43, 0.00, 9.5
2017, 2, 10, 13, 00,  0.9, 3.0,   3.2,    1.35, 0.00, 9.5
2017, 2, 10, 13, 10,  0.5, 3.0,   2.4,    1.35, 0.00, 9.5
2017, 2, 10, 13, 20,  0.4, 3.0,   2.6,    1.35, 0.00, 9.5
2017, 2, 10, 13, 30,  0.2, 3.0,   2.0,    1.35, 0.00, 9.5
2017, 2, 10, 13, 40,  0.2, 3.0,   1.8,    1.35, 0.00, 9.5
2017, 2, 10, 13, 50,  0.8, 3.0,   1.9,    1.35, 0.00, 9.5
2017, 2, 10, 14, 00,  0.8, 3.2,   2.7,    1.19, 0.00, 9.5
2017, 2, 10, 14, 10,  1.2, 3.2,   3.9,    1.19, 0.00, 9.5
2017, 2, 10, 14, 20,  1.1, 3.2,   4.5,    1.19, 0.00, 9.5
2017, 2, 10, 14, 30,  0.9, 3.2,   4.5,    1.19, 0.00, 9.5
2017, 2, 10, 14, 40,  0.9, 3.2,   3.9,    1.19, 0.00, 9.5
2017, 2, 10, 14, 50,  0.7, 3.2,   3.6,    1.19, 0.00, 9.5
2017, 2, 10, 15, 00,  0.7, 3.7,   3.9,    0.74, 0.00, 9.5
2017, 2, 10, 15, 10,  0.6, 3.7,   3.8,    0.74, 0.00, 9.5
2017, 2, 10, 15, 20,  0.6, 3.7,   3.4,    0.74, 0.00, 9.5
2017, 2, 10, 15, 30,  0.6, 3.7,   1.8,    0.74, 0.00, 9.5
2017, 2, 10, 15, 40,  0.6, 3.7,   2.6,    0.74, 0.00, 9.5
2017, 2, 10, 15, 50,  0.6, 3.7,   2.7,    0.74, 0.00, 9.5
2017, 2, 10, 16, 00,  0.5, 3.6,   3.5,    0.41, 0.00, 9.5
2017, 2, 10, 16, 10,  0.5, 3.6,   3.6,    0.41, 0.00, 9.5
2017, 2, 10, 16, 20,  0.4, 3.6,   3.7,    0.41, 0.00, 9.5
2017, 2, 10, 16, 30,  0.3, 3.6,   4.3,    0.41, 0.00, 9.5
2017, 2, 10, 16, 40,  0.2, 3.6,   4.6,    0.41, 0.00, 9.5
2017, 2, 10, 16, 50,  0.2, 3.6,   2.6,    0.41, 0.00, 9.5
2017, 2, 10, 17, 00,  0.2, 3.8,   3.8,    0.11, 0.00, 9.5
2017, 2, 10, 17, 10,  0.0, 3.8,   3.8,    0.11, 0.00, 9.5
2017, 2, 10, 17, 20, -0.1, 3.8,   3.9,    0.11, 0.00, 9.5
2017, 2, 10, 17, 30,  0.0, 3.8,   4.2,    0.11, 0.00, 9.5
2017, 2, 10, 17, 40, -0.2, 3.8,   2.4,    0.11, 0.00, 9.5
2017, 2, 10, 17, 50, -0.2, 3.8,   3.6,    0.11, 0.00, 9.5
2017, 2, 10, 18, 00, -0.2, 4.0,   4.2,    0.00, 0.00, 9.5
2017, 2, 10, 18, 10, -0.3, 4.0,   3.6,    0.00, 0.00, 9.5
2017, 2, 10, 18, 20, -0.2, 4.0,   3.9,    0.00, 0.00, 9.5
2017, 2, 10, 18, 30, -0.2, 4.0,   6.0,    0.00, 0.00, 9.5
2017, 2, 10, 18, 40, -0.1, 4.0,   5.0,    0.00, 0.00, 9.5
2017, 2, 10, 18, 50, -0.3, 4.0,   3.8,    0.00, 0.00, 9.5
2017, 2, 10, 19, 00, -0.2, 3.6,   3.1,    0.00, 0.00, 9.5
2017, 2, 10, 19, 10, -0.2, 3.6,   4.1,    0.00, 0.00, 9.5
2017, 2, 10, 19, 20, -0.5, 3.6,   3.7,    0.00, 0.00, 9.5
2017, 2, 10, 19, 30, -0.4, 3.6,   3.0,    0.00, 0.00, 9.5
2017, 2, 10, 19, 40, -0.3, 3.6,   3.9,    0.00, 0.00, 9.5
2017, 2, 10, 19, 50, -0.8, 3.6,   3.5,    0.00, 0.00, 9.5
2017, 2, 10, 20, 00, -0.4, 3.6,   1.8,    0.00, 0.00, 9.5
2017, 2, 10, 20, 10, -0.9, 3.6,   1.1,    0.00, 0.00, 9.5
2017, 2, 10, 20, 20, -1.2, 3.6,   1.9,    0.00, 0.00, 9.5
2017, 2, 10, 20, 30, -1.2, 3.6,   2.1,    0.00, 0.00, 9.5
2017, 2, 10, 20, 40, -0.9, 3.6,   2.4,    0.00, 0.00, 9.5
2017, 2, 10, 20, 50, -1.2, 3.6,   1.6,    0.00, 0.00, 9.5
2017, 2, 10, 21, 00, -1.3, 3.4,   1.8,    0.00, 0.00, 9.5
2017, 2, 10, 21, 10, -1.5, 3.4,   1.2,    0.00, 0.00, 9.5
2017, 2, 10, 21, 20, -1.7, 3.4,   1.4,    0.00, 0.00, 9.5
2017, 2, 10, 21, 30, -1.5, 3.4,   1.2,    0.00, 0.00, 9.5
2017, 2, 10, 21, 40, -1.7, 3.4,   1.8,    0.00, 0.00, 9.5
2017, 2, 10, 21, 50, -1.7, 3.4,   1.6,    0.00, 0.00, 9.5
2017, 2, 10, 22, 00, -1.7, 3.6,   1.1,    0.00, 0.00, 9.5
2017, 2, 10, 22, 10, -2.1, 3.6,   1.8,    0.00, 0.00, 9.5
2017, 2, 10, 22, 20, -2.2, 3.6,   1.8,    0.00, 0.00, 9.5
2017, 2, 10, 22, 30, -2.5, 3.6,   2.0,    0.00, 0.00, 9.5
2017, 2, 10, 22, 40, -2.7, 3.6,   2.0,    0.00, 0.00, 9.5
2017, 2, 10, 22, 50, -2.8, 3.6,   1.4,    0.00, 0.00, 9.5
2017, 2, 10, 23, 00, -2.7, 3.3,   1.8,    0.00, 0.00, 9.5
2017, 2, 10, 23, 10, -2.8, 3.3,   1.4,    0.00, 0.00, 9.5
2017, 2, 10, 23, 20, -2.8, 3.3,   1.9,    0.00, 0.00, 9.5
2017, 2, 10, 23, 30, -2.8, 3.3,   2.2,    0.00, 0.00, 9.5
2017, 2, 10, 23, 40, -2.7, 3.3,   2.1,    0.00, 0.00, 9.5
2017, 2, 10, 23, 50, -2.7, 3.3,   2.0,    0.00, 0.00, 9.5
2017, 2, 11, 0,  00, -3.0, 3.4,   2.2,    0.00, 0.00, 9.5
2017, 2, 11, 0,  10, -3.6, 3.4,   2.3,    0.00, 0.00, 9.5
2017, 2, 11, 0,  20, -3.5, 3.4,   2.1,    0.00, 0.00, 9.5
2017, 2, 11, 0,  30, -3.6, 3.4,   2.8,    0.00, 0.00, 9.5
2017, 2, 11, 0,  40, -3.7, 3.4,   2.8,    0.00, 0.00, 9.5
2017, 2, 11, 0,  50, -3.9, 3.4,   2.0,    0.00, 0.00, 9.5
2017, 2, 11, 1,  00, -4.2, 3.0,   1.6,    0.00, 0.00, 9.5
2017, 2, 11, 1,  10, -4.2, 3.0,   1.9,    0.00, 0.00, 9.5
2017, 2, 11, 1,  20, -4.3, 3.0,   1.8,    0.00, 0.00, 9.5
2017, 2, 11, 1,  30, -4.2, 3.0,   1.4,    0.00, 0.00, 9.5
2017, 2, 11, 1,  40, -4.3, 3.0,   1.4,    0.00, 0.00, 9.5
2017, 2, 11, 1,  50, -4.5, 3.0,   1.7,    0.00, 0.00, 9.5
2017, 2, 11, 2,  00, -4.5, 3.0,   1.8,    0.00, 0.00, 9.5
2017, 2, 11, 2,  10, -4.6, 3.0,   1.6,    0.00, 0.00, 9.5
2017, 2, 11, 2,  20, -4.7, 3.0,   2.0,    0.00, 0.00, 9.5
2017, 2, 11, 2,  30, -4.9, 3.0,   2.1,    0.00, 0.00, 9.5
2017, 2, 11, 2,  40, -5.0, 3.0,   1.2,    0.00, 0.00, 9.5
2017, 2, 11, 2,  50, -4.9, 3.0,   1.6,    0.00, 0.00, 9.5
2017, 2, 11, 3,  00, -4.9, 2.8,   1.9,    0.00, 0.00, 9.5
2017, 2, 11, 3,  10, -4.9, 2.8,   1.0,    0.00, 0.00, 9.5
2017, 2, 11, 3,  20, -5.0, 2.8,   1.8,    0.00, 0.00, 9.5
2017, 2, 11, 3,  30, -5.1, 2.8,   1.9,    0.00, 0.00, 9.5
2017, 2, 11, 3,  40, -5.0, 2.8,   2.9,    0.00, 0.00, 9.5
2017, 2, 11, 3,  50, -5.1, 2.8,   2.3,    0.00, 0.00, 9.5
2017, 2, 11, 4,  00, -5.0, 3.0,   1.9,    0.00, 0.00, 9.5
2017, 2, 11, 4,  10, -4.9, 3.0,   1.5,    0.00, 0.00, 9.5
2017, 2, 11, 4,  20, -5.0, 3.0,   1.4,    0.00, 0.00, 9.5
2017, 2, 11, 4,  30, -5.1, 3.0,   1.5,    0.00, 0.00, 9.5
2017, 2, 11, 4,  40, -5.3, 3.0,   1.8,    0.00, 0.00, 9.5
2017, 2, 11, 4,  50, -5.5, 3.0,   2.2,    0.00, 0.00, 9.5
2017, 2, 11, 5,  00, -5.7, 2.8,   2.2,    0.00, 0.00, 9.5
2017, 2, 11, 5,  10, -5.8, 2.8,   2.2,    0.00, 0.00, 9.5
2017, 2, 11, 5,  20, -5.8, 2.8,   2.5,    0.00, 0.00, 9.5
2017, 2, 11, 5,  30, -5.7, 2.8,   2.8,    0.00, 0.00, 9.5
2017, 2, 11, 5,  40, -5.6, 2.8,   1.7,    0.00, 0.00, 9.5
2017, 2, 11, 5,  50, -5.4, 2.8,   2.1,    0.00, 0.00, 9.5
2017, 2, 11, 6,  00, -5.5, 2.8,   1.7,    0.00, 0.00, 9.5
2017, 2, 11, 6,  10, -5.3, 2.8,   2.4,    0.00, 0.00, 9.5
2017, 2, 11, 6,  20, -5.3, 2.8,   2.3,    0.00, 0.00, 9.5
2017, 2, 11, 6,  30, -5.5, 2.8,   1.5,    0.00, 0.00, 9.5
2017, 2, 11, 6,  40, -5.2, 2.8,   1.8,    0.00, 0.00, 9.5
2017, 2, 11, 6,  50, -5.6, 2.8,   2.2,    0.00, 0.00, 9.5
2017, 2, 11, 7,  00, -5.9, 2.8,   2.5,    0.01, 0.00, 9.5
2017, 2, 11, 7,  10, -5.9, 2.8,   2.5,    0.01, 0.00, 9.5
2017, 2, 11, 7,  20, -5.9, 2.8,   2.2,    0.01, 0.00, 9.5
2017, 2, 11, 7,  30, -5.8, 2.8,   2.4,    0.01, 0.00, 9.5
2017, 2, 11, 7,  40, -5.5, 2.8,   2.3,    0.01, 0.00, 9.5
2017, 2, 11, 7,  50, -5.2, 2.8,   1.3,    0.01, 0.00, 9.5
2017, 2, 11, 8,  00, -4.8, 2.9,   0.8,    0.20, 0.00, 9.5
2017, 2, 11, 8,  10, -4.5, 2.9,   0.8,    0.20, 0.00, 9.5
2017, 2, 11, 8,  20, -4.1, 2.9,   1.1,    0.20, 0.00, 9.5
2017, 2, 11, 8,  30, -3.9, 2.9,   1.3,    0.20, 0.00, 9.5
2017, 2, 11, 8,  40, -3.6, 2.9,   1.0,    0.20, 0.00, 9.5
2017, 2, 11, 8,  50, -3.4, 2.9,   1.0,    0.20, 0.00, 9.5
2017, 2, 11, 9,  00, -3.2, 3.0,   0.7,    0.72, 0.00, 9.5
2017, 2, 11, 9,  10, -2.6, 3.0,   0.8,    0.72, 0.00, 9.5
2017, 2, 11, 9,  20, -2.3, 3.0,   0.8,    0.72, 0.00, 9.5
2017, 2, 11, 9,  30, -2.1, 3.0,   0.5,    0.72, 0.00, 9.5
2017, 2, 11, 9,  40, -1.9, 3.0,   0.4,    0.72, 0.00, 9.5
2017, 2, 11, 9,  50, -1.7, 3.0,   0.8,    0.72, 0.00, 9.5
2017, 2, 11, 10, 00, -1.2, 3.3,   0.7,    1.24, 0.00, 9.5
2017, 2, 11, 10, 10, -0.9, 3.3,   0.4,    1.24, 0.00, 9.5
2017, 2, 11, 10, 20, -0.8, 3.3,   0.9,    1.24, 0.00, 9.5
2017, 2, 11, 10, 30, -0.6, 3.3,   1.6,    1.24, 0.00, 9.5
2017, 2, 11, 10, 40, -0.5, 3.3,   1.1,    1.24, 0.00, 9.5
2017, 2, 11, 10, 50, -0.3, 3.3,   1.0,    1.24, 0.00, 9.5
2017, 2, 11, 11, 00,  0.2, 3.6,   1.8,    1.53, 0.00, 9.5
2017, 2, 11, 11, 10,  0.7, 3.6,   2.6,    1.53, 0.00, 9.5
2017, 2, 11, 11, 20,  1.0, 3.6,   3.2,    1.53, 0.00, 9.5
2017, 2, 11, 11, 30,  1.1, 3.6,   5.1,    1.53, 0.00, 9.5
2017, 2, 11, 11, 40,  1.1, 3.6,   4.6,    1.53, 0.00, 9.5
2017, 2, 11, 11, 50,  1.1, 3.6,   4.8,    1.53, 0.00, 9.5
2017, 2, 11, 12, 00,  1.2, 4.1,   4.2,    0.95, 0.00, 9.5
2017, 2, 11, 12, 10,  0.9, 4.1,   3.9,    0.95, 0.00, 9.5
2017, 2, 11, 12, 20,  0.9, 4.1,   4.1,    0.95, 0.00, 9.5
